@relation pandasdata
@attribute Lag_NO_1 real
@attribute Lag_NO_2 real
@attribute Lag_NO_3 real
@attribute Lag_NO_4 real
@attribute Lag_NO_5 real
@attribute Lag_NO_6 real
@attribute Lag_NO_7 real
@attribute Lag_SO2_1 real
@attribute Lag_SO2_2 real
@attribute Lag_SO2_3 real
@attribute Lag_SO2_4 real
@attribute Lag_SO2_5 real
@attribute Lag_SO2_6 real
@attribute Lag_SO2_7 real
@attribute Lag_O3_1 real
@attribute Lag_O3_2 real
@attribute Lag_O3_3 real
@attribute Lag_O3_4 real
@attribute Lag_O3_5 real
@attribute Lag_O3_6 real
@attribute Lag_O3_7 real
@attribute Lag_TMP_1 real
@attribute Lag_TMP_2 real
@attribute Lag_TMP_3 real
@attribute Lag_TMP_4 real
@attribute Lag_TMP_5 real
@attribute Lag_TMP_6 real
@attribute Lag_TMP_7 real
@attribute Lag_HR_1 real
@attribute Lag_HR_2 real
@attribute Lag_HR_3 real
@attribute Lag_HR_4 real
@attribute Lag_HR_5 real
@attribute Lag_HR_6 real
@attribute Lag_HR_7 real
@attribute Lag_NOX_1 real
@attribute Lag_NOX_2 real
@attribute Lag_NOX_3 real
@attribute Lag_NOX_4 real
@attribute Lag_NOX_5 real
@attribute Lag_NOX_6 real
@attribute Lag_NOX_7 real
@attribute Lag_DD_1 real
@attribute Lag_DD_2 real
@attribute Lag_DD_3 real
@attribute Lag_DD_4 real
@attribute Lag_DD_5 real
@attribute Lag_DD_6 real
@attribute Lag_DD_7 real
@attribute Lag_PRB_1 real
@attribute Lag_PRB_2 real
@attribute Lag_PRB_3 real
@attribute Lag_PRB_4 real
@attribute Lag_PRB_5 real
@attribute Lag_PRB_6 real
@attribute Lag_PRB_7 real
@attribute Lag_RS_1 real
@attribute Lag_RS_2 real
@attribute Lag_RS_3 real
@attribute Lag_RS_4 real
@attribute Lag_RS_5 real
@attribute Lag_RS_6 real
@attribute Lag_RS_7 real
@attribute Lag_VV_1 real
@attribute Lag_VV_2 real
@attribute Lag_VV_3 real
@attribute Lag_VV_4 real
@attribute Lag_VV_5 real
@attribute Lag_VV_6 real
@attribute Lag_VV_7 real
@attribute Lag_PM10_1 real
@attribute Lag_PM10_2 real
@attribute Lag_PM10_3 real
@attribute Lag_PM10_4 real
@attribute Lag_PM10_5 real
@attribute Lag_PM10_6 real
@attribute Lag_PM10_7 real
@attribute Lag_NO2_1 real
@attribute Lag_NO2_2 real
@attribute Lag_NO2_3 real
@attribute Lag_NO2_4 real
@attribute Lag_NO2_5 real
@attribute Lag_NO2_6 real
@attribute Lag_NO2_7 real
@attribute NO2 real
@data
4.0,10.0,9.0,7.0,10.0,5.0,5.0,11.0,11.0,12.0,12.0,10.0,10.0,11.0,90.0,50.0,40.0,47.0,44.0,43.0,45.0,14.0,13.0,14.0,13.0,15.0,16.0,15.0,49.0,81.0,80.0,89.0,73.0,81.0,79.0,20.0,38.0,39.0,34.0,39.0,23.0,26.0,311.0,271.0,250.0,261.0,303.0,266.0,250.0,1017.0,1011.0,1019.0,1023.0,1027.0,1028.0,1027.0,96.0,44.0,104.0,102.0,92.0,105.0,95.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,17.0,27.0,26.0,33.0,19.0,20.0,13.0,23.0,25.0,23.0,23.0,15.0,19.0,16.0
5.0,4.0,10.0,9.0,7.0,10.0,5.0,13.0,11.0,11.0,12.0,12.0,10.0,10.0,60.0,90.0,50.0,40.0,47.0,44.0,43.0,14.0,14.0,13.0,14.0,13.0,15.0,16.0,58.0,49.0,81.0,80.0,89.0,73.0,81.0,24.0,20.0,38.0,39.0,34.0,39.0,23.0,270.0,311.0,271.0,250.0,261.0,303.0,266.0,1023.0,1017.0,1011.0,1019.0,1023.0,1027.0,1028.0,101.0,96.0,44.0,104.0,102.0,92.0,105.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,18.0,18.0,17.0,27.0,26.0,33.0,19.0,16.0,13.0,23.0,25.0,23.0,23.0,15.0,16.0
5.0,5.0,4.0,10.0,9.0,7.0,10.0,12.0,13.0,11.0,11.0,12.0,12.0,10.0,45.0,60.0,90.0,50.0,40.0,47.0,44.0,16.0,14.0,14.0,13.0,14.0,13.0,15.0,73.0,58.0,49.0,81.0,80.0,89.0,73.0,24.0,24.0,20.0,38.0,39.0,34.0,39.0,260.0,270.0,311.0,271.0,250.0,261.0,303.0,1020.0,1023.0,1017.0,1011.0,1019.0,1023.0,1027.0,103.0,101.0,96.0,44.0,104.0,102.0,92.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,15.0,18.0,18.0,17.0,27.0,26.0,33.0,16.0,16.0,13.0,23.0,25.0,23.0,23.0,20.0
6.333333333333333,5.0,5.0,4.0,10.0,9.0,7.0,11.0,12.0,13.0,11.0,11.0,12.0,12.0,60.0,45.0,60.0,90.0,50.0,40.0,47.0,14.0,16.0,14.0,14.0,13.0,14.0,13.0,61.0,73.0,58.0,49.0,81.0,80.0,89.0,29.333333333333332,24.0,24.0,20.0,38.0,39.0,34.0,287.0,260.0,270.0,311.0,271.0,250.0,261.0,1027.0,1020.0,1023.0,1017.0,1011.0,1019.0,1023.0,105.0,103.0,101.0,96.0,44.0,104.0,102.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,21.0,15.0,18.0,18.0,17.0,27.0,26.0,20.0,16.0,16.0,13.0,23.0,25.0,23.0,24.0
7.666666666666666,6.333333333333333,5.0,5.0,4.0,10.0,9.0,10.0,11.0,12.0,13.0,11.0,11.0,12.0,51.0,60.0,45.0,60.0,90.0,50.0,40.0,12.0,14.0,16.0,14.0,14.0,13.0,14.0,84.0,61.0,73.0,58.0,49.0,81.0,80.0,34.666666666666664,29.333333333333332,24.0,24.0,20.0,38.0,39.0,271.0,287.0,260.0,270.0,311.0,271.0,250.0,1025.0,1027.0,1020.0,1023.0,1017.0,1011.0,1019.0,102.0,105.0,103.0,101.0,96.0,44.0,104.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,21.0,21.0,15.0,18.0,18.0,17.0,27.0,24.0,20.0,16.0,16.0,13.0,23.0,25.0,28.0
9.0,7.666666666666666,6.333333333333333,5.0,5.0,4.0,10.0,10.0,10.0,11.0,12.0,13.0,11.0,11.0,39.0,51.0,60.0,45.0,60.0,90.0,50.0,14.0,12.0,14.0,16.0,14.0,14.0,13.0,81.0,84.0,61.0,73.0,58.0,49.0,81.0,40.0,34.666666666666664,29.333333333333332,24.0,24.0,20.0,38.0,269.0,271.0,287.0,260.0,270.0,311.0,271.0,1021.0,1025.0,1027.0,1020.0,1023.0,1017.0,1011.0,83.0,102.0,105.0,103.0,101.0,96.0,44.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,21.0,21.0,21.0,15.0,18.0,18.0,17.0,28.0,24.0,20.0,16.0,16.0,13.0,23.0,17.0
5.0,9.0,7.666666666666666,6.333333333333333,5.0,5.0,4.0,13.0,10.0,10.0,11.0,12.0,13.0,11.0,55.0,39.0,51.0,60.0,45.0,60.0,90.0,14.0,14.0,12.0,14.0,16.0,14.0,14.0,65.0,81.0,84.0,61.0,73.0,58.0,49.0,25.0,40.0,34.666666666666664,29.333333333333332,24.0,24.0,20.0,304.0,269.0,271.0,287.0,260.0,270.0,311.0,1025.0,1021.0,1025.0,1027.0,1020.0,1023.0,1017.0,96.0,83.0,102.0,105.0,103.0,101.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,19.0,21.0,21.0,21.0,15.0,18.0,18.0,17.0,28.0,24.0,20.0,16.0,16.0,13.0,25.0
11.0,5.0,9.0,7.666666666666666,6.333333333333333,5.0,5.0,11.0,13.0,10.0,10.0,11.0,12.0,13.0,48.0,55.0,39.0,51.0,60.0,45.0,60.0,13.0,14.0,14.0,12.0,14.0,16.0,14.0,76.0,65.0,81.0,84.0,61.0,73.0,58.0,42.0,25.0,40.0,34.666666666666664,29.333333333333332,24.0,24.0,251.0,304.0,269.0,271.0,287.0,260.0,270.0,1030.0,1025.0,1021.0,1025.0,1027.0,1020.0,1023.0,103.0,96.0,83.0,102.0,105.0,103.0,101.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,19.0,21.0,21.0,21.0,15.0,18.0,25.0,17.0,28.0,24.0,20.0,16.0,16.0,23.0
6.0,11.0,5.0,9.0,7.666666666666666,6.333333333333333,5.0,15.0,11.0,13.0,10.0,10.0,11.0,12.0,46.0,48.0,55.0,39.0,51.0,60.0,45.0,13.0,13.0,14.0,14.0,12.0,14.0,16.0,77.0,76.0,65.0,81.0,84.0,61.0,73.0,32.0,42.0,25.0,40.0,34.666666666666664,29.333333333333332,24.0,273.0,251.0,304.0,269.0,271.0,287.0,260.0,1029.0,1030.0,1025.0,1021.0,1025.0,1027.0,1020.0,101.0,103.0,96.0,83.0,102.0,105.0,103.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,21.0,19.0,21.0,21.0,21.0,15.0,23.0,25.0,17.0,28.0,24.0,20.0,16.0,25.0
7.0,6.0,11.0,5.0,9.0,7.666666666666666,6.333333333333333,14.0,15.0,11.0,13.0,10.0,10.0,11.0,35.0,46.0,48.0,55.0,39.0,51.0,60.0,13.0,13.0,13.0,14.0,14.0,12.0,14.0,80.0,77.0,76.0,65.0,81.0,84.0,61.0,35.0,32.0,42.0,25.0,40.0,34.666666666666664,29.333333333333332,286.0,273.0,251.0,304.0,269.0,271.0,287.0,1029.0,1029.0,1030.0,1025.0,1021.0,1025.0,1027.0,102.0,101.0,103.0,96.0,83.0,102.0,105.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,17.0,21.0,19.0,21.0,21.0,21.0,25.0,23.0,25.0,17.0,28.0,24.0,20.0,26.0
8.0,7.0,6.0,11.0,5.0,9.0,7.666666666666666,15.0,14.0,15.0,11.0,13.0,10.0,10.0,43.0,35.0,46.0,48.0,55.0,39.0,51.0,13.0,13.0,13.0,13.0,14.0,14.0,12.0,74.0,80.0,77.0,76.0,65.0,81.0,84.0,38.0,35.0,32.0,42.0,25.0,40.0,34.666666666666664,268.0,286.0,273.0,251.0,304.0,269.0,271.0,1026.0,1029.0,1029.0,1030.0,1025.0,1021.0,1025.0,97.0,102.0,101.0,103.0,96.0,83.0,102.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,17.0,17.0,21.0,19.0,21.0,21.0,26.0,25.0,23.0,25.0,17.0,28.0,24.0,22.0
6.0,8.0,7.0,6.0,11.0,5.0,9.0,17.0,15.0,14.0,15.0,11.0,13.0,10.0,32.0,43.0,35.0,46.0,48.0,55.0,39.0,12.0,13.0,13.0,13.0,13.0,14.0,14.0,93.0,74.0,80.0,77.0,76.0,65.0,81.0,31.0,38.0,35.0,32.0,42.0,25.0,40.0,312.0,268.0,286.0,273.0,251.0,304.0,269.0,1027.0,1026.0,1029.0,1029.0,1030.0,1025.0,1021.0,79.0,97.0,102.0,101.0,103.0,96.0,83.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,22.0,17.0,17.0,21.0,19.0,21.0,22.0,26.0,25.0,23.0,25.0,17.0,28.0,26.0
7.0,6.0,8.0,7.0,6.0,11.0,5.0,17.0,17.0,15.0,14.0,15.0,11.0,13.0,38.0,32.0,43.0,35.0,46.0,48.0,55.0,14.0,12.0,13.0,13.0,13.0,13.0,14.0,90.0,93.0,74.0,80.0,77.0,76.0,65.0,36.0,31.0,38.0,35.0,32.0,42.0,25.0,304.0,312.0,268.0,286.0,273.0,251.0,304.0,1028.0,1027.0,1026.0,1029.0,1029.0,1030.0,1025.0,87.0,79.0,97.0,102.0,101.0,103.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,20.0,22.0,17.0,17.0,21.0,19.0,26.0,22.0,26.0,25.0,23.0,25.0,17.0,27.0
8.0,7.0,6.0,8.0,7.0,6.0,11.0,20.0,17.0,17.0,15.0,14.0,15.0,11.0,34.0,38.0,32.0,43.0,35.0,46.0,48.0,12.0,14.0,12.0,13.0,13.0,13.0,13.0,90.0,90.0,93.0,74.0,80.0,77.0,76.0,39.0,36.0,31.0,38.0,35.0,32.0,42.0,280.0,304.0,312.0,268.0,286.0,273.0,251.0,1026.0,1028.0,1027.0,1026.0,1029.0,1029.0,1030.0,80.0,87.0,79.0,97.0,102.0,101.0,103.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,21.0,20.0,22.0,17.0,17.0,21.0,27.0,26.0,22.0,26.0,25.0,23.0,25.0,28.0
8.0,8.0,7.0,6.0,8.0,7.0,6.0,20.0,20.0,17.0,17.0,15.0,14.0,15.0,37.0,34.0,38.0,32.0,43.0,35.0,46.0,13.0,12.0,14.0,12.0,13.0,13.0,13.0,86.0,90.0,90.0,93.0,74.0,80.0,77.0,40.0,39.0,36.0,31.0,38.0,35.0,32.0,308.0,280.0,304.0,312.0,268.0,286.0,273.0,1025.0,1026.0,1028.0,1027.0,1026.0,1029.0,1029.0,87.0,80.0,87.0,79.0,97.0,102.0,101.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,23.0,21.0,20.0,22.0,17.0,17.0,28.0,27.0,26.0,22.0,26.0,25.0,23.0,17.0
5.0,8.0,8.0,7.0,6.0,8.0,7.0,20.0,20.0,20.0,17.0,17.0,15.0,14.0,46.0,37.0,34.0,38.0,32.0,43.0,35.0,13.0,13.0,12.0,14.0,12.0,13.0,13.0,97.0,86.0,90.0,90.0,93.0,74.0,80.0,24.0,40.0,39.0,36.0,31.0,38.0,35.0,343.0,308.0,280.0,304.0,312.0,268.0,286.0,1026.0,1025.0,1026.0,1028.0,1027.0,1026.0,1029.0,42.0,87.0,80.0,87.0,79.0,97.0,102.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,30.0,23.0,21.0,20.0,22.0,17.0,17.0,28.0,27.0,26.0,22.0,26.0,25.0,18.0
4.0,5.0,8.0,8.0,7.0,6.0,8.0,12.0,20.0,20.0,20.0,17.0,17.0,15.0,49.0,46.0,37.0,34.0,38.0,32.0,43.0,12.0,13.0,13.0,12.0,14.0,12.0,13.0,91.0,97.0,86.0,90.0,90.0,93.0,74.0,24.0,24.0,40.0,39.0,36.0,31.0,38.0,339.0,343.0,308.0,280.0,304.0,312.0,268.0,1027.0,1026.0,1025.0,1026.0,1028.0,1027.0,1026.0,91.0,42.0,87.0,80.0,87.0,79.0,97.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,14.0,30.0,23.0,21.0,20.0,22.0,18.0,17.0,28.0,27.0,26.0,22.0,26.0,24.0
8.0,4.0,5.0,8.0,8.0,7.0,6.0,13.0,12.0,20.0,20.0,20.0,17.0,17.0,49.0,49.0,46.0,37.0,34.0,38.0,32.0,12.0,12.0,13.0,13.0,12.0,14.0,12.0,68.0,91.0,97.0,86.0,90.0,90.0,93.0,37.0,24.0,24.0,40.0,39.0,36.0,31.0,294.0,339.0,343.0,308.0,280.0,304.0,312.0,1028.0,1027.0,1026.0,1025.0,1026.0,1028.0,1027.0,111.0,91.0,42.0,87.0,80.0,87.0,79.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,15.0,14.0,30.0,23.0,21.0,20.0,24.0,18.0,17.0,28.0,27.0,26.0,22.0,21.0
5.0,8.0,4.0,5.0,8.0,8.0,7.0,11.0,13.0,12.0,20.0,20.0,20.0,17.0,54.0,49.0,49.0,46.0,37.0,34.0,38.0,13.0,12.0,12.0,13.0,13.0,12.0,14.0,63.0,68.0,91.0,97.0,86.0,90.0,90.0,29.0,37.0,24.0,24.0,40.0,39.0,36.0,265.0,294.0,339.0,343.0,308.0,280.0,304.0,1028.0,1028.0,1027.0,1026.0,1025.0,1026.0,1028.0,109.0,111.0,91.0,42.0,87.0,80.0,87.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,25.0,15.0,14.0,30.0,23.0,21.0,21.0,24.0,18.0,17.0,28.0,27.0,26.0,30.0
10.0,5.0,8.0,4.0,5.0,8.0,8.0,13.0,11.0,13.0,12.0,20.0,20.0,20.0,46.0,54.0,49.0,49.0,46.0,37.0,34.0,12.0,13.0,12.0,12.0,13.0,13.0,12.0,68.0,63.0,68.0,91.0,97.0,86.0,90.0,44.0,29.0,37.0,24.0,24.0,40.0,39.0,266.0,265.0,294.0,339.0,343.0,308.0,280.0,1025.0,1028.0,1028.0,1027.0,1026.0,1025.0,1026.0,108.0,109.0,111.0,91.0,42.0,87.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,16.0,25.0,15.0,14.0,30.0,23.0,30.0,21.0,24.0,18.0,17.0,28.0,27.0,34.0
18.0,10.0,5.0,8.0,4.0,5.0,8.0,12.0,13.0,11.0,13.0,12.0,20.0,20.0,31.0,46.0,54.0,49.0,49.0,46.0,37.0,11.0,12.0,13.0,12.0,12.0,13.0,13.0,92.0,68.0,63.0,68.0,91.0,97.0,86.0,61.0,44.0,29.0,37.0,24.0,24.0,40.0,311.0,266.0,265.0,294.0,339.0,343.0,308.0,1027.0,1025.0,1028.0,1028.0,1027.0,1026.0,1025.0,56.0,108.0,109.0,111.0,91.0,42.0,87.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,22.0,16.0,25.0,15.0,14.0,30.0,34.0,30.0,21.0,24.0,18.0,17.0,28.0,26.0
6.0,18.0,10.0,5.0,8.0,4.0,5.0,11.0,12.0,13.0,11.0,13.0,12.0,20.0,41.0,31.0,46.0,54.0,49.0,49.0,46.0,11.0,11.0,12.0,13.0,12.0,12.0,13.0,89.0,92.0,68.0,63.0,68.0,91.0,97.0,35.0,61.0,44.0,29.0,37.0,24.0,24.0,266.0,311.0,266.0,265.0,294.0,339.0,343.0,1028.0,1027.0,1025.0,1028.0,1028.0,1027.0,1026.0,113.0,56.0,108.0,109.0,111.0,91.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,30.0,22.0,16.0,25.0,15.0,14.0,26.0,34.0,30.0,21.0,24.0,18.0,17.0,24.0
9.0,6.0,18.0,10.0,5.0,8.0,4.0,12.0,11.0,12.0,13.0,11.0,13.0,12.0,48.0,41.0,31.0,46.0,54.0,49.0,49.0,11.0,11.0,11.0,12.0,13.0,12.0,12.0,82.0,89.0,92.0,68.0,63.0,68.0,91.0,37.0,35.0,61.0,44.0,29.0,37.0,24.0,278.0,266.0,311.0,266.0,265.0,294.0,339.0,1030.0,1028.0,1027.0,1025.0,1028.0,1028.0,1027.0,108.0,113.0,56.0,108.0,109.0,111.0,91.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,23.0,30.0,22.0,16.0,25.0,15.0,24.0,26.0,34.0,30.0,21.0,24.0,18.0,20.0
5.0,9.0,6.0,18.0,10.0,5.0,8.0,11.0,12.0,11.0,12.0,13.0,11.0,13.0,57.0,48.0,41.0,31.0,46.0,54.0,49.0,13.0,11.0,11.0,11.0,12.0,13.0,12.0,57.0,82.0,89.0,92.0,68.0,63.0,68.0,28.0,37.0,35.0,61.0,44.0,29.0,37.0,288.0,278.0,266.0,311.0,266.0,265.0,294.0,1026.0,1030.0,1028.0,1027.0,1025.0,1028.0,1028.0,107.0,108.0,113.0,56.0,108.0,109.0,111.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,24.0,23.0,30.0,22.0,16.0,25.0,20.0,24.0,26.0,34.0,30.0,21.0,24.0,28.0
7.0,5.0,9.0,6.0,18.0,10.0,5.0,15.0,11.0,12.0,11.0,12.0,13.0,11.0,45.0,57.0,48.0,41.0,31.0,46.0,54.0,11.0,13.0,11.0,11.0,11.0,12.0,13.0,65.0,57.0,82.0,89.0,92.0,68.0,63.0,38.0,28.0,37.0,35.0,61.0,44.0,29.0,292.0,288.0,278.0,266.0,311.0,266.0,265.0,1026.0,1026.0,1030.0,1028.0,1027.0,1025.0,1028.0,106.0,107.0,108.0,113.0,56.0,108.0,109.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,17.0,24.0,23.0,30.0,22.0,16.0,28.0,20.0,24.0,26.0,34.0,30.0,21.0,22.0
6.0,7.0,5.0,9.0,6.0,18.0,10.0,11.0,15.0,11.0,12.0,11.0,12.0,13.0,57.0,45.0,57.0,48.0,41.0,31.0,46.0,11.0,11.0,13.0,11.0,11.0,11.0,12.0,86.0,65.0,57.0,82.0,89.0,92.0,68.0,31.0,38.0,28.0,37.0,35.0,61.0,44.0,279.0,292.0,288.0,278.0,266.0,311.0,266.0,1026.0,1026.0,1026.0,1030.0,1028.0,1027.0,1025.0,105.0,106.0,107.0,108.0,113.0,56.0,108.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,23.0,17.0,24.0,23.0,30.0,22.0,22.0,28.0,20.0,24.0,26.0,34.0,30.0,23.0
7.0,6.0,7.0,5.0,9.0,6.0,18.0,9.0,11.0,15.0,11.0,12.0,11.0,12.0,56.0,57.0,45.0,57.0,48.0,41.0,31.0,13.0,11.0,11.0,13.0,11.0,11.0,11.0,65.0,86.0,65.0,57.0,82.0,89.0,92.0,34.0,31.0,38.0,28.0,37.0,35.0,61.0,250.0,279.0,292.0,288.0,278.0,266.0,311.0,1017.0,1026.0,1026.0,1026.0,1030.0,1028.0,1027.0,107.0,105.0,106.0,107.0,108.0,113.0,56.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,18.0,23.0,17.0,24.0,23.0,30.0,23.0,22.0,28.0,20.0,24.0,26.0,34.0,24.0
6.0,7.0,6.0,7.0,5.0,9.0,6.0,13.0,9.0,11.0,15.0,11.0,12.0,11.0,62.0,56.0,57.0,45.0,57.0,48.0,41.0,11.0,13.0,11.0,11.0,13.0,11.0,11.0,55.0,65.0,86.0,65.0,57.0,82.0,89.0,33.0,34.0,31.0,38.0,28.0,37.0,35.0,328.0,250.0,279.0,292.0,288.0,278.0,266.0,1016.0,1017.0,1026.0,1026.0,1026.0,1030.0,1028.0,86.0,107.0,105.0,106.0,107.0,108.0,113.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,18.0,18.0,23.0,17.0,24.0,23.0,24.0,23.0,22.0,28.0,20.0,24.0,26.0,22.0
5.0,6.0,7.0,6.0,7.0,5.0,9.0,16.0,13.0,9.0,11.0,15.0,11.0,12.0,66.0,62.0,56.0,57.0,45.0,57.0,48.0,8.0,11.0,13.0,11.0,11.0,13.0,11.0,54.0,55.0,65.0,86.0,65.0,57.0,82.0,30.0,33.0,34.0,31.0,38.0,28.0,37.0,284.0,328.0,250.0,279.0,292.0,288.0,278.0,1022.0,1016.0,1017.0,1026.0,1026.0,1026.0,1030.0,109.0,86.0,107.0,105.0,106.0,107.0,108.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,20.0,21.0,18.0,18.0,23.0,17.0,24.0,22.0,24.0,23.0,22.0,28.0,20.0,24.0,23.0
5.0,5.0,6.0,7.0,6.0,7.0,5.0,15.0,16.0,13.0,9.0,11.0,15.0,11.0,63.0,66.0,62.0,56.0,57.0,45.0,57.0,9.0,8.0,11.0,13.0,11.0,11.0,13.0,58.0,54.0,55.0,65.0,86.0,65.0,57.0,31.0,30.0,33.0,34.0,31.0,38.0,28.0,280.0,284.0,328.0,250.0,279.0,292.0,288.0,1026.0,1022.0,1016.0,1017.0,1026.0,1026.0,1026.0,108.0,109.0,86.0,107.0,105.0,106.0,107.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,18.0,20.0,21.0,18.0,18.0,23.0,17.0,23.0,22.0,24.0,23.0,22.0,28.0,20.0,20.0
5.0,5.0,5.0,6.0,7.0,6.0,7.0,10.0,15.0,16.0,13.0,9.0,11.0,15.0,61.0,63.0,66.0,62.0,56.0,57.0,45.0,10.0,9.0,8.0,11.0,13.0,11.0,11.0,66.0,58.0,54.0,55.0,65.0,86.0,65.0,28.0,31.0,30.0,33.0,34.0,31.0,38.0,272.0,280.0,284.0,328.0,250.0,279.0,292.0,1024.0,1026.0,1022.0,1016.0,1017.0,1026.0,1026.0,112.0,108.0,109.0,86.0,107.0,105.0,106.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.0,18.0,20.0,21.0,18.0,18.0,23.0,20.0,23.0,22.0,24.0,23.0,22.0,28.0,29.0
8.0,5.0,5.0,5.0,6.0,7.0,6.0,8.0,10.0,15.0,16.0,13.0,9.0,11.0,53.0,61.0,63.0,66.0,62.0,56.0,57.0,14.0,10.0,9.0,8.0,11.0,13.0,11.0,57.0,66.0,58.0,54.0,55.0,65.0,86.0,40.0,28.0,31.0,30.0,33.0,34.0,31.0,285.0,272.0,280.0,284.0,328.0,250.0,279.0,1018.0,1024.0,1026.0,1022.0,1016.0,1017.0,1026.0,109.0,112.0,108.0,109.0,86.0,107.0,105.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,24.0,16.0,18.0,20.0,21.0,18.0,18.0,29.0,20.0,23.0,22.0,24.0,23.0,22.0,30.0
10.0,8.0,5.0,5.0,5.0,6.0,7.0,9.0,8.0,10.0,15.0,16.0,13.0,9.0,36.0,53.0,61.0,63.0,66.0,62.0,56.0,11.0,14.0,10.0,9.0,8.0,11.0,13.0,84.0,57.0,66.0,58.0,54.0,55.0,65.0,46.0,40.0,28.0,31.0,30.0,33.0,34.0,317.0,285.0,272.0,280.0,284.0,328.0,250.0,1019.0,1018.0,1024.0,1026.0,1022.0,1016.0,1017.0,87.0,109.0,112.0,108.0,109.0,86.0,107.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,23.0,24.0,16.0,18.0,20.0,21.0,18.0,30.0,29.0,20.0,23.0,22.0,24.0,23.0,22.0
5.0,10.0,8.0,5.0,5.0,5.0,6.0,9.0,9.0,8.0,10.0,15.0,16.0,13.0,50.0,36.0,53.0,61.0,63.0,66.0,62.0,12.0,11.0,14.0,10.0,9.0,8.0,11.0,88.0,84.0,57.0,66.0,58.0,54.0,55.0,30.0,46.0,40.0,28.0,31.0,30.0,33.0,269.0,317.0,285.0,272.0,280.0,284.0,328.0,1017.0,1019.0,1018.0,1024.0,1026.0,1022.0,1016.0,103.0,87.0,109.0,112.0,108.0,109.0,86.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,17.0,23.0,24.0,16.0,18.0,20.0,21.0,22.0,30.0,29.0,20.0,23.0,22.0,24.0,27.0
8.0,5.0,10.0,8.0,5.0,5.0,5.0,9.0,9.0,9.0,8.0,10.0,15.0,16.0,43.0,50.0,36.0,53.0,61.0,63.0,66.0,11.0,12.0,11.0,14.0,10.0,9.0,8.0,77.0,88.0,84.0,57.0,66.0,58.0,54.0,39.0,30.0,46.0,40.0,28.0,31.0,30.0,295.0,269.0,317.0,285.0,272.0,280.0,284.0,1015.0,1017.0,1019.0,1018.0,1024.0,1026.0,1022.0,78.0,103.0,87.0,109.0,112.0,108.0,109.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,17.0,23.0,24.0,16.0,18.0,20.0,27.0,22.0,30.0,29.0,20.0,23.0,22.0,27.0
9.0,8.0,5.0,10.0,8.0,5.0,5.0,10.0,9.0,9.0,9.0,8.0,10.0,15.0,44.0,43.0,50.0,36.0,53.0,61.0,63.0,11.0,11.0,12.0,11.0,14.0,10.0,9.0,74.0,77.0,88.0,84.0,57.0,66.0,58.0,40.0,39.0,30.0,46.0,40.0,28.0,31.0,274.0,295.0,269.0,317.0,285.0,272.0,280.0,1016.0,1015.0,1017.0,1019.0,1018.0,1024.0,1026.0,103.0,78.0,103.0,87.0,109.0,112.0,108.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,26.0,17.0,23.0,24.0,16.0,18.0,27.0,27.0,22.0,30.0,29.0,20.0,23.0,20.0
